_id,_timestamp,brand,brands,categories,colors,conformityCertificateFile,description,dimension.height,dimension.length,dimension.unit,dimension.width,image,keyDetails.keyDetail1,keyDetails.keyDetail2,keyDetails.keyDetail3,keyFeatures,merchantid,name,otherImages,price,productDataSheet,productType,shop._id,shop.businessInfo,shop.commission,shop.isActive,shop.paymentDetails,shop.personalInfo,shop.shopType,shop.vendor,shop.vendorfeduid,shop.vendorid,shopId,sku,status,warrantyFileSource,warrantyInformation,weight.unit,weight.weight
634ccfb5e09fa30d86995451,1665978293644,634c6613e09fa30d8699544f,,"[{""_id"":""63063a84f469b10174ba382e"",""priority"":1,""categories"":""Agri- business""},{""_id"":""63063aa6f469b10174ba382f"",""priority"":2,""categories"":""Home owners""},{""_id"":""63063abaf469b10174ba3830"",""priority"":3,""categories"":""E- mobility""}]","[""#ffffff""]",,"Solar Panel 300 Watt  Plus

20Amp Charger Controller  

The cells are individually tested and matched for optimum performancebefore being built into the protective module structure.

A Tedlar ® base is used and ethylene vinyl acetate encapsulate. 

High transmission protects the cells from the front and a high strengthpolymer sheet at the rear. 

A reinforced aluminium frame completes the laminate structure which isfully sealed against moisture and protected from environmental and mechanicaldamage.

Most common mistake people is mixing of battery's. car battery's are notgood in solar storage and have internal resistance

for more information, contact the seller  for guideline 

This is an unbeatableofferon Jumia Kenya and we deliver original items right atyourdoorstep from Solar Afrika",,,,,https://yellowdotstorage.blob.core.windows.net/user/products/1665978166675/product-image.jpg,Durability: High,Use: Inverter Charging,Type: poly- crystaline,"Type: poly- crystaline
Use: Inverter Charging
Durability: High
Cell Efficiency: High
Installation: Use Expert like reowatt electrica enterprises
Solar panels trap the free energy of the sun for your use. It can be integrated into your existing installation of Inverter and Batteries.",63075bb04bf1fd3144190a63,Sunnypex Solar Panel 300 Watts + Charge Controller -20A,"[""https://yellowdotstorage.blob.core.windows.net/user/products/1665978176264/product-image.jpg"",""https://yellowdotstorage.blob.core.windows.net/user/products/1665978185196/product-image.jpg"",""https://yellowdotstorage.blob.core.windows.net/user/products/1665978193763/product-image.jpg""]",1000,,,63075be04bf1fd3144190a64,,,,,,VENDOR_SHOP,,QfFu39Q5IKSdVOc7N07HUKasTBi1,63075bb04bf1fd3144190a63,63075be04bf1fd3144190a64,QWERTYUSH,true,,2YRS,,
634d2aa8fd850f34b4367220,1666001682797,,,"[{""_id"":""63063a84f469b10174ba382e"",""priority"":1,""categories"":""Agri- business""}]",[],,sales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.com,,,,,https://yellowdotstorage.blob.core.windows.net/user/products/1666001388182/product-image.png,sales@neiltd.com 1`,sales@neiltd.com 2,sales@neiltd.com 3,sales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.com,634d1e64e09fa30d86995459,5KW MPPT Hybrid Inverter,"[""https://yellowdotstorage.blob.core.windows.net/user/products/1666001409506/product-image.png"","""",""""]",55000,,,634d1e91e09fa30d8699545a,,3,true,,,VENDOR_SHOP,,EBxFpwsViMUpfK3zel6KIDqS8lg1,634d1e64e09fa30d86995459,634d1e91e09fa30d8699545a,GW275HFID95KW,true,https://yellowdotstorage.blob.core.windows.net/user/warranties/1666001567204/warranty.png,sales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.comsales@neiltd.com,,
634d3c5ffd850f34b4367224,1666006286924,,,"[{""_id"":""63063a84f469b10174ba382e"",""priority"":1,""categories"":""Agri- business""},{""_id"":""63063aa6f469b10174ba382f"",""priority"":2,""categories"":""Home owners""}]",[],,"Please upload clear, accurate and complete pictures
Minimum resolution: 500 x 500 - Maximum: 2000 x 2000😂
It is advisable to have 3 different images in different angles to showcase product features",,,,,https://yellowdotstorage.blob.core.windows.net/user/products/1666005978332/product-image.jpg,Key Detail 1,Key Detail 1,Key Detail 1,"1 .Please upload clear, accurate and complete pictures
Minimum resolution: 500 x 500 - Maximum: 2000 x 2000
It is advisable to have 3 different images in different angles to showcase product features",634d1e64e09fa30d86995459,Growatt Inverter,"[""https://yellowdotstorage.blob.core.windows.net/user/products/1666006015429/product-image.jpg"",""https://yellowdotstorage.blob.core.windows.net/user/products/1666005995953/product-image.jpg"",""https://yellowdotstorage.blob.core.windows.net/user/products/1666006009911/product-image.jpg""]",12344,,,634d1e91e09fa30d8699545a,,3,true,,,VENDOR_SHOP,,EBxFpwsViMUpfK3zel6KIDqS8lg1,634d1e64e09fa30d86995459,634d1e91e09fa30d8699545a,QWERTYUIOP,true,,2yrs,,
634e77d8fd850f34b436734d,1666733296879,,"[{""_id"":""6358284809f2ec6cc5879514"",""productType"":{""_id"":""6357e0c1ba58c423b99c1782"",""productType"":""INVERTER""},""brand"":""Amaron inverters""}]","[{""_id"":""63063a84f469b10174ba382e"",""priority"":1,""categories"":""Agri- business""},{""_id"":""63063abaf469b10174ba3830"",""priority"":3,""categories"":""E- mobility""},{""_id"":""63063c8b74c32b5290b0e0cf"",""priority"":4,""categories"":""SMEs""}]","[""#bd4747""]",,"100w mono crystalline also start as a silicon crystal‘seed’ placed in a vat of molten silicon. However, rather than draw thesilicon crystal seed up as with Mono crystalline vat of silicon is simplyallowed to cool. This is what forms the distinctive edges and grains inthe solar cell.Monocrystalline cells were previously thoughtto be inferior to Mono crystalline because they were slightly less efficient,however, because of the cheaper method by which they can be produced coupledwith only slightly lower efficiencies they have become the dominant technologyon the residential solar panels market.Super smart charging solar panelsystem Shop at jumia and it will be brought to your door step ",,,,,https://yellowdotstorage.blob.core.windows.net/user/products/1666086649689/product-image.jpg,Key Detail,Key Detail ,Key Detail ,"·  Advancedencapsulation material with multi-layered sheet lamination to enhance cell performanceand provide a long service life.
·EL tested solarmodules; no hot-spot heating guaranteed.
·Bypass diodesminimize power drop caused by shade and ensure excellent performance inlow-light environments.
·TPT back sheetensures smooth performance over a long period of time.
·The process used to makep",62ff517835e2296e14851ec1,Solarmax 100Watt Solar Panel,"[""https://yellowdotstorage.blob.core.windows.net/user/products/1666086764411/product-image.jpg"",""https://yellowdotstorage.blob.core.windows.net/user/products/1666086716190/product-image.jpg"",""https://yellowdotstorage.blob.core.windows.net/user/products/1666086725393/product-image.jpg""]",1,,6357e0c1ba58c423b99c1782,63074ef15a3b29740fa41f5c,,20,,,,VENDOR_SHOP,,MUeqo6qAf6ZcDj3chb1Va9NnRrM2,62ff517835e2296e14851ec1,63074ef15a3b29740fa41f5c,QWERTYU,true,,2YRS,,
634f963cfd850f34b4367361,1666160188726,634d4cd5fd850f34b436725c,,"[{""_id"":""63063abaf469b10174ba3830"",""priority"":3,""categories"":""E- mobility""}]","[""#ffffff"",""#ebe5e5""]",https://yellowdotstorage.blob.core.windows.net/user/conformity-docs/1666160143659/certificate-conformity.pdf,Very high quality inverter ,,,,,https://yellowdotstorage.blob.core.windows.net/user/products/1666160030130/product-image.jpg,MUST Brand ,,,White in color,632afb335539f227a098938d,INVERTER,"[""https://yellowdotstorage.blob.core.windows.net/user/products/1666160044434/product-image.jpg"",""https://yellowdotstorage.blob.core.windows.net/user/products/1666160055990/product-image.jpg"",""https://yellowdotstorage.blob.core.windows.net/user/products/1666160067282/product-image.jpg""]",15000,,,632afc015539f227a098938e,,,true,,,VENDOR_SHOP,,0VLs9DKye0dev3y5pZywY9gd5Ke2,632afb335539f227a098938d,632afc015539f227a098938e,2384,true,https://yellowdotstorage.blob.core.windows.net/user/warranties/1666160163731/warranty.pdf,1 year warranty,,
63562b7398494133a64d506a,1666863400050,,"[{""_id"":""635a2952f53b927926bfa0b0"",""productType"":{""_id"":""635a28c1f53b927926bfa08b"",""productType"":""SOLAR PANEL""},""brand"":""JINKO""}]","[{""_id"":""63063a84f469b10174ba382e"",""priority"":1,""categories"":""Agri- business""},{""_id"":""63063aa6f469b10174ba382f"",""priority"":2,""categories"":""Home owners""}]","[""#ffffff""]",,"Please upload clear, accurate and complete pictures
Minimum resolution: 500 x 500 - Maximum: 2000 x 2000
It is advisable to have 3 different images in different angles to showcase product features",,,,,https://yellowdotstorage.blob.core.windows.net/user/products/1666591493616/product-image.jpg,Key Detail 1,Key Detail 2,Key Detail 3,"Please upload clear, accurate and complete pictures
Minimum resolution: 500 x 500 - Maximum: 2000 x 2000
It is advisable to have 3 different images in different angles to showcase product features",634e3f1cfd850f34b4367332,My product name,"[""https://yellowdotstorage.blob.core.windows.net/user/products/1666591502001/product-image.jpg"",""https://yellowdotstorage.blob.core.windows.net/user/products/1666591514801/product-image.jpg"",""https://yellowdotstorage.blob.core.windows.net/user/products/1666591536173/product-image.jpg""]",1,,635a28c1f53b927926bfa08b,634e3f41fd850f34b4367333,,3,true,,,VENDOR_SHOP,,7TqTGtu8osVEnPTfsWJOXFI2hVm1,634e3f1cfd850f34b4367332,634e3f41fd850f34b4367333,QWERTY,true,,2YRS,,
635856e209f2ec6cc5879594,1673876605328,,"[{""_id"":""635a2a15f53b927926bfa0f1"",""productType"":{""_id"":""635a28c1f53b927926bfa08a"",""productType"":""INVERTERS""},""brand"":""LUMINOUS""}]","[{""_id"":""63063a84f469b10174ba382e"",""priority"":1,""categories"":""Agri- business""},{""_id"":""63063aa6f469b10174ba382f"",""priority"":2,""categories"":""Home owners""}]","[""#ffffff""]",,"【Full Power】:Provides 1000 , 1500, 2000 Watts full continuous power DC to AC power and 2000, 3000, 4000 Watts peak power, featuring 2 AC outlets and USB ports; ideal for powering iPod, cell phones, laptops, speakers, cameras, neon lights, game consoles, mobile phones, iPad and other devices
【Easy to carry】: can be used for electricity needs during holidays, road trips, camping, etc. Featuring a universal cigarette lighter plug with long cable that plugs into almost any vehicle.
【Multi-Protection】: built-in 40 amps fuse to protect your device. Safe charging design provides protection against, overheating, under and over voltage charging, short circuiting
【Protection】: The thick alloy casing prevents the inverter from being dropped and impacted, and the high-speed cooling fan protects the inverter from overheating.",200,100,,100,https://yellowdotstorage.blob.core.windows.net/user/products/1666733631887/product-image.jpg,"Power: 1000watts rating power, 2000watts peak","Power: 2000 watts rating power, 4000 watts peak po",Efficiency: up to 93%,"Power: 1000watts rating power, 2000watts peak power    or
Power: 1500 watts rating power, 3000 watts peak power    or
Power: 2000 watts rating power, 4000 watts peak power 
Output Wave: Modified Sine Wave
Input Voltage: 9.5-14VDC
Output Voltage: 120VAC±10%
Efficiency: up to 93%
Built-in cooling fan: Will run when inverter opened.
Over-temperature Protection: Around 149℉
Over-voltage Shutdown: 15V±0.5VDC
Under-voltage Shutdown: 9.5V±0.5VDC",62ff517835e2296e14851ec1,"Solarmax 1000W, 1500W, 2000W Solar Power Inverter","[""https://yellowdotstorage.blob.core.windows.net/user/products/1666733644714/product-image.jpg"",""https://yellowdotstorage.blob.core.windows.net/user/products/1666733650181/product-image.jpg"",""https://yellowdotstorage.blob.core.windows.net/user/products/1666733657704/product-image.jpg""]",12000,,635a28c1f53b927926bfa08a,63074ef15a3b29740fa41f5c,,3,,,,VENDOR_SHOP,,MUeqo6qAf6ZcDj3chb1Va9NnRrM2,62ff517835e2296e14851ec1,63074ef15a3b29740fa41f5c,SO830GP03D9ARNAFAMZ,true,,2yrs,,
635a55e6596d186c793bcc51,1666864614188,,"[{""_id"":""635a2a5bf53b927926bfa180"",""productType"":{""_id"":""635a28c1f53b927926bfa08d"",""productType"":""BATTERIES""},""brand"":""DYNEX""}]","[{""_id"":""63063abaf469b10174ba3830"",""priority"":3,""categories"":""E- mobility""}]","[""#ffffff""]",,"Powerful lead battery with shatterproof and flame resistant plastic housing. Very good charging efficiency with minimal self-discharge. High-quality lead-calcium grids for extended service life.
Highlights & Details
Very good charging efficiency
Vandal resistant, flame-retardant housing
Rapid recovery from deep discharge
Facts
Very good charging efficiency
FR-housing (hardly inflammable acc. UL94 V0)
Impact and break-proof plastic housing made of ABS
Low self-discharge
Valve regulated design with nearly 100% gas recombination
lead-calcium grid for longer service life
Installed in Mini- and Midi UPS devices
Fast recovery after deep discharge
operating in any position (except permanent overhead)
production according to EN ISO 9001 quality management and ISO 14001 environmental management",,,,,https://yellowdotstorage.blob.core.windows.net/user/products/1666864456154/product-image.jpg,Rapid recovery from deep discharge,"Vandal resistant, flame-retardant housi",Very good charging efficiency,"Powerful lead battery with shatterproof and flame resistant plastic housing. Very good charging efficiency with minimal self-discharge. High-quality lead-calcium grids for extended service life.
Highlights & Details
Very good charging efficiency
Vandal resistant, flame-retardant housing
Rapid recovery from deep discharge
Facts
Very good charging efficiency
FR-housing (hardly inflammable acc. UL94 V0)
Impact and break-proof plastic housing made of ABS
Low self-discharge
Valve regulated design with nearly 100% gas recombination
lead-calcium grid for longer service life
Installed in Mini- and Midi UPS devices
Fast recovery after deep discharge
operating in any position (except permanent overhead)
production according to EN ISO 9001 quality management and ISO 14001 environmental management",634e3f1cfd850f34b4367332,"SHARE THIS PRODUCT   Yuasa Ups Battery 7Ah,12V","[""https://yellowdotstorage.blob.core.windows.net/user/products/1666864462422/product-image.jpg"",""https://yellowdotstorage.blob.core.windows.net/user/products/1666864468147/product-image.jpg"",""""]",4000,,635a28c1f53b927926bfa08d,634e3f41fd850f34b4367333,,3,true,,,VENDOR_SHOP,,7TqTGtu8osVEnPTfsWJOXFI2hVm1,634e3f1cfd850f34b4367332,634e3f41fd850f34b4367333,ASDFGHJ,true,,1YR,,
63623c98d7c8dd6904cf7ef5,1668157434439,,"[{""_id"":""63623b2cd7c8dd6904cf7ef4"",""productType"":{""_id"":""63623ad5d7c8dd6904cf7ef3"",""productType"":""SOLAR PUMP""},""brand"":""CHIMP""}]","[{""_id"":""63063a84f469b10174ba382e"",""priority"":1,""categories"":""Agri- business""}]","[""#ffffff""]",https://yellowdotstorage.blob.core.windows.net/user/conformity-docs/1667382413300/certificate-conformity.jpg,"Model NO.
4DSC/4QTSS
Assembly
Liquid Pumps
Power
Solar Energy
Start Up
Start Pump
Type
Solar Pump
Application
Submersible Pump
Industry
Solar Pump
Media
Clean Water Pump
Performance
Automatic Pump
Theory
Solar Pump
Inlet&Outlet
Brass/Cast Iron/Colord Brass
Impeller
PC/POM/PPO
Motor
Bdlc Motor
Transport Package
Standard
Specification
ISO9001, CE, MD, LVD, EMC, PCT, etc
Trademark
CHIMP or OEM
Origin
China
HS Code
8413709190
Production Capacity
1000PCS",,,,,https://yellowdotstorage.blob.core.windows.net/user/products/1667382358282/product-image.jpg,solar pump high pressure water pump for irrigation,solar pump high pressure water pump for irrigation,solar pump high pressure water pump for irrigation,"Warranty:1 Year
Max.Head: >150m
Max.Capacity: >400 L/min
Driving Type:	 Solar
Material: Stainless Steel
Structure: Multistage Pump",62ff517835e2296e14851ec1,solar pump high pressure water pump for irrigation,"[""https://yellowdotstorage.blob.core.windows.net/user/products/1667382371897/product-image.jpg"",""https://yellowdotstorage.blob.core.windows.net/user/products/1667382381703/product-image.jpg"",""https://yellowdotstorage.blob.core.windows.net/user/products/1667382392424/product-image.jpg""]",1,,63623ad5d7c8dd6904cf7ef3,63074ef15a3b29740fa41f5c,,20,,,,VENDOR_SHOP,,MUeqo6qAf6ZcDj3chb1Va9NnRrM2,62ff517835e2296e14851ec1,63074ef15a3b29740fa41f5c,QWERTYU,true,,2yrs,,
63a219a73795407aa0570823,1671693605392,,"[{""_id"":""635a2950f53b927926bfa090"",""productType"":{""_id"":""635a28c1f53b927926bfa08b"",""productType"":""SOLAR PANEL""},""brand"":""ADANI / MUNDRA""}]","[{""_id"":""63063a84f469b10174ba382e"",""priority"":1,""categories"":""Agri- business""},{""_id"":""63063aa6f469b10174ba382f"",""priority"":2,""categories"":""Home owners""}]","[""#ffffff"",""#272525""]",https://yellowdotstorage.blob.core.windows.net/user/conformity-docs/1671567774513/certificate-conformity.pdf,"Please upload clear, accurate and complete pictures
Minimum resolution: 500 x 500 - Maximum: 2000 x 2000
It is advisable to have 3 different images in different angles to showcase product features",100,100,,100,https://yellowdotstorage.blob.core.windows.net/user/products/1671693578312/product-image.png,Key Detail 1,Key Detail 2,Key Detail 3,"Please upload clear, accurate and complete pictures
Minimum resolution: 500 x 500 - Maximum: 2000 x 2000
It is advisable to have 3 different images in different angles to showcase product features",62ff517835e2296e14851ec1,Yd product,"[""https://yellowdotstorage.blob.core.windows.net/user/products/1671693586389/product-image.png"",""https://yellowdotstorage.blob.core.windows.net/user/products/1671693591381/product-image.png"",""https://yellowdotstorage.blob.core.windows.net/user/products/1671693601428/product-image.png""]",1000,https://yellowdotstorage.blob.core.windows.net/user/products/1671567690798/product-datasheet.pdf,635a28c1f53b927926bfa08b,63074ef15a3b29740fa41f5c,,3,,,,VENDOR_SHOP,,MUeqo6qAf6ZcDj3chb1Va9NnRrM2,62ff517835e2296e14851ec1,63074ef15a3b29740fa41f5c,wertyuio,true,https://yellowdotstorage.blob.core.windows.net/user/warranties/1671567728845/warranty.pdf,,,
63ca3b7ff47e7f559bdbfb76,1674198013399,,"[{""_id"":""635a2a15f53b927926bfa0f1"",""productType"":{""_id"":""635a28c1f53b927926bfa08a"",""productType"":""INVERTERS""},""brand"":""LUMINOUS""}]","[{""_id"":""63063a84f469b10174ba382e"",""priority"":1,""categories"":""Agri- business""}]",[],,"· Low temperature coefficient (Pmax): -0.30%/℃, more energy in hot climate
· 2% higher energy generation than PERC
· About 2.3% lower LCOE than PERC",0,0,CM,0,https://yellowdotstorage.blob.core.windows.net/user/products/1674197732810/product-image.png,210 mm wafer 132/120 dual cell N-type TOPCon techn,Front side power up to 695W · Up to 85% power bifa,,"Minimize cell micro-crack impacts to module
· Snow loads up to 5,400Pa, wind loads up to 2,400Pa",634519a2de5d691d7d8ec15c,Bifacial module up to 695W,"["""","""",""""]",60000,,635a28c1f53b927926bfa08a,634537a5de5d691d7d8ec167,,3,true,,,VENDOR_SHOP,,11T1FdSXQpNnAd5KyGJp6ujtQdK2,634519a2de5d691d7d8ec15c,634537a5de5d691d7d8ec167,56473832,true,,,GRAM,0
63da1fb55da6d647b38671f4,1675327859835,,"[{""_id"":""635a2950f53b927926bfa091"",""productType"":{""_id"":""635a28c1f53b927926bfa08b"",""productType"":""SOLAR PANEL""},""brand"":""AE SOLAR""}]","[{""_id"":""63063a84f469b10174ba382e"",""priority"":1,""categories"":""Agri- business""},{""_id"":""63063aa6f469b10174ba382f"",""priority"":2,""categories"":""Home owners""}]","[""#ffffff""]",https://yellowdotstorage.blob.core.windows.net/user/conformity-docs/1675239331336/certificate-conformity.jpg,"Please upload clear, accurate and complete pictures
Minimum resolution: 500 x 500 - Maximum: 2000 x 2000
It is advisable to have 3 different images in different angles to showcase product features",15,15,MM,30,https://yellowdotstorage.blob.core.windows.net/user/products/1675239249330/product-image.jpg,Key Detail 1,Key Detail 2,Key Detail 3,"Please upload clear, accurate and complete pictures
Minimum resolution: 500 x 500 - Maximum: 2000 x 2000
It is advisable to have 3 different images in different angles to showcase product features",63904ccca551366c9f6ee80a,Solarmax High Quality 100ah Solar Battery,"[""https://yellowdotstorage.blob.core.windows.net/user/products/1675239287816/product-image.jpg"",""https://yellowdotstorage.blob.core.windows.net/user/products/1675239293029/product-image.jpg"",""https://yellowdotstorage.blob.core.windows.net/user/products/1675239297172/product-image.jpg""]",20000,https://yellowdotstorage.blob.core.windows.net/user/products/1675239313631/product-datasheet.jpg,635a28c1f53b927926bfa08b,63d912d95da6d647b38671db,,,true,,,VENDOR_SHOP,,BEHcx1LWY1cJcIDwqQrYdQraJ583,63904ccca551366c9f6ee80a,63d912d95da6d647b38671db,QWERTYU,true,https://yellowdotstorage.blob.core.windows.net/user/warranties/1675239321996/warranty.jpg,,KG,20
63da204e5da6d647b38671f5,1675329087255,,"[{""_id"":""635a2a3ef53b927926bfa113"",""productType"":{""_id"":""635a28c1f53b927926bfa08c"",""productType"":""CHARGE CONTROLLERS""},""brand"":""POWMR""}]","[{""_id"":""63063a84f469b10174ba382e"",""priority"":1,""categories"":""Agri- business""},{""_id"":""63063aa6f469b10174ba382f"",""priority"":2,""categories"":""Home owners""}]","[""#ffffff""]",https://yellowdotstorage.blob.core.windows.net/user/conformity-docs/1675239497276/certificate-conformity.jpg,"Please upload clear, accurate and complete pictures
Minimum resolution: 500 x 500 - Maximum: 2000 x 2000
It is advisable to have 3 different images in different angles to showcase product features",15,15,MM,30,https://yellowdotstorage.blob.core.windows.net/user/products/1675239446519/product-image.jpg,Key Detail 1,Key Detail 2,Key Detail 3,"Please upload clear, accurate and complete pictures
Minimum resolution: 500 x 500 - Maximum: 2000 x 2000
It is advisable to have 3 different images in different angles to showcase product features",63904ccca551366c9f6ee80a,Solarmax High Quality 100ah Solar Battery,"[""https://yellowdotstorage.blob.core.windows.net/user/products/1675239451374/product-image.jpg"",""https://yellowdotstorage.blob.core.windows.net/user/products/1675239456346/product-image.jpg"",""https://yellowdotstorage.blob.core.windows.net/user/products/1675239460981/product-image.jpg""]",234567,https://yellowdotstorage.blob.core.windows.net/user/products/1675239478021/product-datasheet.jpg,635a28c1f53b927926bfa08c,63d912d95da6d647b38671db,,,true,,,VENDOR_SHOP,,BEHcx1LWY1cJcIDwqQrYdQraJ583,63904ccca551366c9f6ee80a,63d912d95da6d647b38671db,QWERTY,true,https://yellowdotstorage.blob.core.windows.net/user/warranties/1675239488241/warranty.jpg,,KG,30
63da219f5da6d647b38671f6,1675239839242,,"[{""_id"":""635a2950f53b927926bfa090"",""productType"":{""_id"":""635a28c1f53b927926bfa08b"",""productType"":""SOLAR PANEL""},""brand"":""ADANI / MUNDRA""}]","[{""_id"":""63063a84f469b10174ba382e"",""priority"":1,""categories"":""Agri- business""},{""_id"":""63063aa6f469b10174ba382f"",""priority"":2,""categories"":""Home owners""},{""_id"":""63063abaf469b10174ba3830"",""priority"":3,""categories"":""E- mobility""}]","[""#ffffff""]",https://yellowdotstorage.blob.core.windows.net/user/conformity-docs/1675239825956/certificate-conformity.jpg,"Please upload clear, accurate and complete pictures
Minimum resolution: 500 x 500 - Maximum: 2000 x 2000
It is advisable to have 3 different images in different angles to showcase product features",15,15,MM,30,https://yellowdotstorage.blob.core.windows.net/user/products/1675239802459/product-image.jpg,Key Detail 1,Key Detail 1,Key Detail 1,"Please upload clear, accurate and complete pictures
Minimum resolution: 500 x 500 - Maximum: 2000 x 2000
It is advisable to have 3 different images in different angles to showcase product features",63904ccca551366c9f6ee80a,Solarmax High Quality 100ah Solar Battery,"[""https://yellowdotstorage.blob.core.windows.net/user/products/1675239806750/product-image.jpg"",""https://yellowdotstorage.blob.core.windows.net/user/products/1675239811676/product-image.jpg"",""https://yellowdotstorage.blob.core.windows.net/user/products/1675239815922/product-image.jpg""]",20000,https://yellowdotstorage.blob.core.windows.net/user/products/1675239777337/product-datasheet.jpg,635a28c1f53b927926bfa08b,63d912d95da6d647b38671db,,,true,,,VENDOR_SHOP,,BEHcx1LWY1cJcIDwqQrYdQraJ583,63904ccca551366c9f6ee80a,63d912d95da6d647b38671db,QWERTY,true,https://yellowdotstorage.blob.core.windows.net/user/warranties/1675239794320/warranty.jpg,,KG,25
63da2bde5da6d647b38671f9,1675336587032,,"[{""_id"":""635a2950f53b927926bfa090"",""productType"":{""_id"":""635a28c1f53b927926bfa08b"",""productType"":""SOLAR PANEL""},""brand"":""ADANI / MUNDRA""}]","[{""_id"":""63063a84f469b10174ba382e"",""priority"":1,""categories"":""Agri- business""},{""_id"":""63063aa6f469b10174ba382f"",""priority"":2,""categories"":""Home owners""}]",[],,"Please upload clear, accurate and complete pictures
Minimum resolution: 500 x 500 - Maximum: 2000 x 2000
It is advisable to have 3 different images in different angles to showcase product features",23,23,M,34,https://yellowdotstorage.blob.core.windows.net/user/products/1675242341465/product-image.webp,Key Detail 1,Key Detail 2,Key Detail 3,"Please upload clear, accurate and complete pictures
Minimum resolution: 500 x 500 - Maximum: 2000 x 2000
It is advisable to have 3 different images in different angles to showcase product features",63904ccca551366c9f6ee80a,"Aootek New Solar Lights 120 LEDs with Lights Reflector,270° ","[""https://yellowdotstorage.blob.core.windows.net/user/products/1675242350395/product-image.webp"",""https://yellowdotstorage.blob.core.windows.net/user/products/1675242356568/product-image.webp"",""https://yellowdotstorage.blob.core.windows.net/user/products/1675242360736/product-image.webp""]",20000,https://yellowdotstorage.blob.core.windows.net/user/products/1675242452142/product-datasheet.jpg,635a28c1f53b927926bfa08b,63d912d95da6d647b38671db,,,true,,,VENDOR_SHOP,,BEHcx1LWY1cJcIDwqQrYdQraJ583,63904ccca551366c9f6ee80a,63d912d95da6d647b38671db,QWERTY,true,https://yellowdotstorage.blob.core.windows.net/user/warranties/1675242457185/warranty.jpg,,KG,25
63da3cbe5da6d647b3867208,1675246852282,,"[{""_id"":""635a2950f53b927926bfa093"",""productType"":{""_id"":""635a28c1f53b927926bfa08b"",""productType"":""SOLAR PANEL""},""brand"":""AU OPTRONICS""}]","[{""_id"":""63063a84f469b10174ba382e"",""priority"":1,""categories"":""Agri- business""}]",[],https://yellowdotstorage.blob.core.windows.net/user/conformity-docs/1675246778301/certificate-conformity.pdf,qwertyuiopoiuytrewqwertyuiopoiuytrewqwerty,0.01,5,M,5,https://yellowdotstorage.blob.core.windows.net/user/products/1675246846448/product-image.png,qwertyuio,qwertyuio,qwertyuio,qwertyuiowqwertyuioptre,63c8ca0cf47e7f559bdbfb54,Solar Powa,"["""","""",""""]",232117,https://yellowdotstorage.blob.core.windows.net/user/products/1675246759570/product-datasheet.pdf,635a28c1f53b927926bfa08b,63da3aa05da6d647b3867204,,3,true,,,VENDOR_SHOP,,pNcxTFMcOnUDUQyaT9IfmwlvTf73,63c8ca0cf47e7f559bdbfb54,63da3aa05da6d647b3867204,12345678,true,https://yellowdotstorage.blob.core.windows.net/user/warranties/1675246766884/warranty.pdf,qwtyuiop[iutrewqaSDFCVBNYTREWQASDFGH,KG,50
